Year,Month,Facility Reference Number,Licence Holder,Site Common Name,Latitude,Longitude,Finfish Aquaculture Management Unit,Sample Type,Incident Date,Number of Pens Sampled,Average L. salmonis motiles per fish,Average L. salmonis females per fish,Average chalimus per fish,Average caligus per fish,Comments,Year Class
2020,April,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Post mechanical removal or bath treatment,10-Apr-20,3,0.79,0.52,0.13,0.01,,2
2020,April,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Routine monitoring,21-Apr-20,3,0.88,0.65,0.25,0.00,,2
2020,April,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Routine monitoring,28-Apr-20,3,1.53,0.67,0.43,0.00,,2
2020,April,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Threshold exceedance,7-Apr-20,6,3.64,0.87,3.97,0.08,,2
2020,April,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Follow-up,13-Apr-20,13,6.27,1.24,5.77,0.00,,2
2020,April,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Pre-treatment,24-Apr-20,13,16.12,5.66,0.50,0.00,Medicinal bath treatment,2
2020,April,1762,Grieg Seafood BC,Gore,49.64660,-126.43167,Nootka Sound,Routine monitoring,4-Apr-20,3,1.35,0.88,1.98,0.00,,2
2020,April,1762,Grieg Seafood BC,Gore,49.64660,-126.43167,Nootka Sound,Routine monitoring,11-Apr-20,3,2.52,1.13,0.00,2.10,,2
2020,April,1762,Grieg Seafood BC,Gore,49.64660,-126.43167,Nootka Sound,Threshold exceedance,18-Apr-20,4,4.30,1.18,1.41,0.00,Management action planned (Medicinal bath treatment),2
2020,April,1762,Grieg Seafood BC,Gore,49.64660,-126.43167,Nootka Sound,Follow-up,25-Apr-20,3,5.73,2.77,0.00,0.75,Management action planned (Medicinal bath treatment),2
2020,April,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,Nootka Sound,Follow-up,11-Apr-20,5,8.63,7.03,5.15,0.20,Harvesting,2
2020,April,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,Nootka Sound,Routine monitoring,n/a,0,,,,,Count(s) not required (harvesting),2
2020,April,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,Pre-treatment,10-Apr-20,13,6.49,3.55,0.14,0.13,Medicinal bath treatment; Harvesting,2
2020,April,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,Post mechanical removal or bath treatment,16-Apr-20,9,0.53,0.41,0.01,0.01,,2
2020,April,1288,MOWI Canada West,Doyle Island,50.81456,-127.48698,Port Hardy,Routine monitoring,8-Apr-20,3,0.12,0.00,0.17,0.00,,1
2020,April,1288,MOWI Canada West,Doyle Island,50.81456,-127.48698,Port Hardy,Routine monitoring,15-Apr-20,3,0.20,0.03,0.27,0.28,,1
2020,April,1288,MOWI Canada West,Doyle Island,50.81456,-127.48698,Port Hardy,Routine monitoring,21-Apr-20,3,0.58,0.10,1.58,0.65,,1
2020,April,1288,MOWI Canada West,Doyle Island,50.81456,-127.48698,Port Hardy,Routine monitoring,27-Apr-20,3,0.68,0.13,2.00,0.87,,1
2020,April,1293,MOWI Canada West,Duncan Island,50.81950,-127.55568,Port Hardy,Routine monitoring,1-Apr-20,3,0.00,0.00,0.32,0.00,,1
2020,April,1293,MOWI Canada West,Duncan Island,50.81950,-127.55568,Port Hardy,Routine monitoring,9-Apr-20,3,0.10,0.00,0.73,0.07,,1
2020,April,1293,MOWI Canada West,Duncan Island,50.81950,-127.55568,Port Hardy,Routine monitoring,16-Apr-20,3,0.05,0.02,0.73,0.07,,1
2020,April,1293,MOWI Canada West,Duncan Island,50.81950,-127.55568,Port Hardy,Routine monitoring,23-Apr-20,3,0.05,0.00,1.32,0.03,,1
2020,April,1293,MOWI Canada West,Duncan Island,50.81950,-127.55568,Port Hardy,Routine monitoring,30-Apr-20,3,0.15,0.00,3.08,0.27,,1
2020,April,7053,MOWI Canada West,Ghi ya,50.90078,-127.93638,Port Hardy,Routine monitoring,8-Apr-20,3,0.78,0.38,0.07,0.00,,1
2020,April,7053,MOWI Canada West,Ghi ya,50.90078,-127.93638,Port Hardy,Routine monitoring,13-Apr-20,3,0.87,0.63,0.12,0.00,,1
2020,April,7053,MOWI Canada West,Ghi ya,50.90078,-127.93638,Port Hardy,Routine monitoring,19-Apr-20,2,1.08,0.43,0.43,0.00,,1
2020,April,7053,MOWI Canada West,Ghi ya,50.90078,-127.93638,Port Hardy,Routine monitoring,24-Apr-20,3,0.67,0.22,0.95,0.02,,1
2020,April,1351,MOWI Canada West,Marsh Bay,50.90567,-127.34239,Port Hardy,Routine monitoring,2-Apr-20,3,0.43,0.28,0.00,0.00,,2
2020,April,1351,MOWI Canada West,Marsh Bay,50.90567,-127.34239,Port Hardy,Routine monitoring,10-Apr-20,3,0.40,0.20,0.00,0.37,,2
2020,April,1351,MOWI Canada West,Marsh Bay,50.90567,-127.34239,Port Hardy,Routine monitoring,19-Apr-20,3,0.70,0.45,0.25,0.32,,2
2020,April,1351,MOWI Canada West,Marsh Bay,50.90567,-127.34239,Port Hardy,Routine monitoring,25-Apr-20,3,0.77,0.57,0.00,0.00,,2
2020,April,1351,MOWI Canada West,Marsh Bay,50.90567,-127.34239,Port Hardy,Routine monitoring,30-Apr-20,3,0.58,0.35,0.00,0.00,,2
2020,April,1350,MOWI Canada West,Shelter Bay,50.96555,-127.45345,Port Hardy,Routine Monitoring,9-Apr-20,3,0.70,0.50,0.03,0.02,,2
2020,April,1350,MOWI Canada West,Shelter Bay,50.96555,-127.45345,Port Hardy,Routine Monitoring,15-Apr-20,3,0.88,0.70,0.00,0.05,,2
2020,April,1350,MOWI Canada West,Shelter Bay,50.96555,-127.45345,Port Hardy,Routine Monitoring,24-Apr-20,3,0.28,0.18,0.00,0.00,,2
2020,April,144,MOWI Canada West,Koskimo,50.45861,-127.88988,Quatsino Sound,Routine monitoring,n/a,0,,,,,Count(s) not required (harvesting),2
2020,April,1338,MOWI Canada West,Mahatta East,50.47460,-127.78758,Quatsino Sound,Threshold exceedance,2-Apr-20,2,3.40,1.60,0.75,5.08,Management action planned (Medicinal bath treatment); Harvest pending,2
2020,April,1338,MOWI Canada West,Mahatta East,50.47460,-127.78758,Quatsino Sound,Follow-up,7-Apr-20,11,5.33,2.64,2.36,0.70,Management action planned (Medicinal bath treatment); Harvest pending,2
2020,April,1338,MOWI Canada West,Mahatta East,50.47460,-127.78758,Quatsino Sound,Follow-up,24-Apr-20,3,4.67,2.73,0.37,0.20,Management action planned (Medicinal bath treatment); Harvest pending,2
2020,April,1238,MOWI Canada West,Mahatta West,50.46900,-127.83538,Quatsino Sound,Post in-feed treatment,6-Apr-20,12,2.23,1.19,0.48,0.19,,2
2020,April,1238,MOWI Canada West,Mahatta West,50.46900,-127.83538,Quatsino Sound,Routine monitoring,15-Apr-20,3,2.80,1.42,0.00,0.03,,2
2020,April,1238,MOWI Canada West,Mahatta West,50.46900,-127.83538,Quatsino Sound,Routine monitoring,21-Apr-20,3,1.48,0.75,0.00,0.00,,2
2020,April,1238,MOWI Canada West,Mahatta West,50.46900,-127.83538,Quatsino Sound,Routine monitoring,27-Apr-20,3,1.90,1.23,0.00,0.00,,2
2020,April,1237,MOWI Canada West,Monday Rocks,50.48588,-127.87584,Quatsino Sound,Routine monitoring,8-Apr-20,3,1.58,0.25,2.80,0.08,,2
2020,April,1237,MOWI Canada West,Monday Rocks,50.48588,-127.87584,Quatsino Sound,Routine monitoring,13-Apr-20,3,0.87,0.18,2.03,0.25,,2
2020,April,1237,MOWI Canada West,Monday Rocks,50.48588,-127.87584,Quatsino Sound,Routine monitoring,20-Apr-20,2,1.23,0.18,1.40,0.40,,2
2020,April,1237,MOWI Canada West,Monday Rocks,50.48588,-127.87584,Quatsino Sound,Routine monitoring,27-Apr-20,3,2.03,0.42,0.37,0.72,,2
2020,April,1698,Grieg Seafood BC,Ahlstrom,49.77930,-124.15395,Sunshine Coast,Routine monitoring,7-Apr-20,3,0.12,0.05,0.00,0.00,,1
2020,April,1698,Grieg Seafood BC,Ahlstrom,49.77930,-124.15395,Sunshine Coast,Routine monitoring,13-Apr-20,3,0.22,0.12,0.03,0.02,,1
2020,April,1698,Grieg Seafood BC,Ahlstrom,49.77930,-124.15395,Sunshine Coast,Routine monitoring,21-Apr-20,3,0.25,0.10,0.00,0.03,,1
2020,April,1698,Grieg Seafood BC,Ahlstrom,49.77930,-124.15395,Sunshine Coast,Routine monitoring,28-Apr-20,3,1.15,0.82,1.38,0.02,,1
2020,April,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,Sunshine Coast,Routine monitoring,7-Apr-20,3,0.17,0.08,0.12,0.13,,2
2020,April,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,Sunshine Coast,Routine monitoring,14-Apr-20,3,0.20,0.08,0.02,0.00,,2
2020,April,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,Sunshine Coast,Routine monitoring,20-Apr-20,3,0.27,0.05,0.00,0.02,,2
2020,April,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,Sunshine Coast,Routine monitoring,28-Apr-20,3,0.10,0.10,0.07,0.00,,2
2020,April,303,MOWI Canada West,Glacial Creek,50.01008,-123.90241,Sunshine Coast,Routine monitoring,n/a,0,,,,,Count(s) not required (broodstock in spawning year),Brood
2020,April,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,Routine Monitoring,3-Apr-20,3,0.47,0.30,0.02,0.00,,2
2020,April,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,Routine Monitoring,7-Apr-20,3,0.27,0.15,0.00,0.00,,2
2020,April,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,Routine Monitoring,18-Apr-20,3,0.25,0.10,0.02,0.02,,2
2020,April,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,Routine Monitoring,25-Apr-20,3,0.42,0.30,0.00,0.00,,2
2020,April,746,Grieg Seafood BC,Site 13,49.62910,-123.84265,Sunshine Coast,Routine Monitoring,4-Apr-20,2,0.43,0.28,0.08,0.00,Sampling methodology does not meet requirements outlined in licence conditions (<4 pens),2
2020,April,746,Grieg Seafood BC,Site 13,49.62910,-123.84265,Sunshine Coast,Routine Monitoring,11-Apr-20,2,1.00,0.63,0.00,0.00,Sampling methodology does not meet requirements outlined in licence conditions (<4 pens),2
2020,April,746,Grieg Seafood BC,Site 13,49.62910,-123.84265,Sunshine Coast,Routine Monitoring,17-Apr-20,2,0.45,0.38,0.00,0.00,Sampling methodology does not meet requirements outlined in licence conditions (<4 pens),2
2020,April,746,Grieg Seafood BC,Site 13,49.62910,-123.84265,Sunshine Coast,Routine Monitoring,22-Apr-20,2,0.28,0.20,0.00,0.00,Sampling methodology does not meet requirements outlined in licence conditions (<4 pens),2
2020,April,221,Grieg Seafood BC,Vantage,49.67226,-123.86019,Sunshine Coast,Routine Monitoring,3-Apr-20,2,0.55,0.23,0.00,0.00,,2
2020,April,221,Grieg Seafood BC,Vantage,49.67226,-123.86019,Sunshine Coast,Routine Monitoring,8-Apr-20,3,0.67,0.42,0.00,0.00,,2
2020,April,221,Grieg Seafood BC,Vantage,49.67226,-123.86019,Sunshine Coast,Routine Monitoring,16-Apr-20,3,0.35,0.07,0.05,0.00,,2
2020,April,221,Grieg Seafood BC,Vantage,49.67226,-123.86019,Sunshine Coast,Routine Monitoring,23-Apr-20,3,0.43,0.27,0.00,0.32,,2
2020,May,458,Cermaq Canada,Cypress Harbour,50.83772,-126.66313,Broughton Archipelago,Routine monitoring,4-May-20,3,0.18,0.07,0.03,0.00,,Brood
2020,May,458,Cermaq Canada,Cypress Harbour,50.83772,-126.66313,Broughton Archipelago,Routine monitoring,10-May-20,3,0.13,0.08,0.08,0.00,,Brood
2020,May,458,Cermaq Canada,Cypress Harbour,50.83772,-126.66313,Broughton Archipelago,Routine monitoring,19-May-20,3,0.25,0.10,0.00,0.47,,Brood
2020,May,458,Cermaq Canada,Cypress Harbour,50.83772,-126.66313,Broughton Archipelago,Routine monitoring,28-May-20,4,0.29,0.18,0.00,0.00,,Brood
2020,May,1586,MOWI Canada West,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,Routine monitoring,22-May-20,3,0.05,0.00,0.10,0.60,,1
2020,May,1586,MOWI Canada West,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,Routine monitoring,28-May-20,2,0.05,0.00,0.15,0.55,,1
2020,May,1618,MOWI Canada West,Humphrey Rock,50.69682,-126.25532,Broughton Archipelago,Routine monitoring,7-May-20,2,0.15,0.10,0.68,0.03,,2
2020,May,1618,MOWI Canada West,Humphrey Rock,50.69682,-126.25532,Broughton Archipelago,Routine monitoring,21-May-20,3,0.13,0.08,0.72,0.05,,2
2020,May,1618,MOWI Canada West,Humphrey Rock,50.69682,-126.25532,Broughton Archipelago,Routine monitoring,28-May-20,2,0.10,0.08,0.00,0.08,,2
2020,May,143,MOWI Canada West,Larsen Island,50.60175,-126.63284,Broughton Archipelago,Routine monitoring,3-May-20,2,0.05,0.03,0.23,0.08,,1
2020,May,143,MOWI Canada West,Larsen Island,50.60175,-126.63284,Broughton Archipelago,Routine monitoring,8-May-20,3,0.57,0.37,0.93,0.13,,1
2020,May,143,MOWI Canada West,Larsen Island,50.60175,-126.63284,Broughton Archipelago,Routine monitoring,20-May-20,3,0.47,0.13,0.78,0.07,,1
2020,May,869,Cermaq Canada,Maude Island,50.85271,-126.75743,Broughton Archipelago,Routine monitoring,3-May-20,3,0.03,0.00,0.00,0.00,,1
2020,May,869,Cermaq Canada,Maude Island,50.85271,-126.75743,Broughton Archipelago,Routine monitoring,14-May-20,6,0.04,0.00,0.02,0.02,,1
2020,May,869,Cermaq Canada,Maude Island,50.85271,-126.75743,Broughton Archipelago,Routine monitoring,25-May-20,3,0.00,0.00,0.00,0.05,,1
2020,May,869,Cermaq Canada,Maude Island,50.85271,-126.75743,Broughton Archipelago,Routine monitoring,31-May-20,3,0.02,0.00,0.03,0.20,,1
2020,May,467,MOWI Canada West,Midsummer,50.65784,-126.66298,Broughton Archipelago,Routine monitoring,5-May-20,2,0.15,0.08,0.00,0.00,,2
2020,May,467,MOWI Canada West,Midsummer,50.65784,-126.66298,Broughton Archipelago,Routine monitoring,12-May-20,3,0.27,0.20,0.48,0.20,,2
2020,May,467,MOWI Canada West,Midsummer,50.65784,-126.66298,Broughton Archipelago,Routine monitoring,19-May-20,2,0.18,0.10,0.18,0.03,,2
2020,May,467,MOWI Canada West,Midsummer,50.65784,-126.66298,Broughton Archipelago,Routine monitoring,26-May-20,3,0.28,0.07,0.23,0.37,,2
2020,May,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,Routine monitoring,7-May-20,3,0.25,0.12,0.32,0.05,,1
2020,May,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,Routine monitoring,15-May-20,3,0.10,0.05,0.00,0.18,,1
2020,May,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,Routine monitoring,23-May-20,3,0.08,0.02,0.12,0.02,,1
2020,May,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,Routine monitoring,29-May-20,3,0.00,0.00,0.00,0.17,,1
2020,May,141,MOWI Canada West,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,Routine monitoring,4-May-20,3,0.15,0.02,0.02,0.00,,1
2020,May,141,MOWI Canada West,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,Routine monitoring,12-May-20,3,0.03,0.02,0.02,0.02,,1
2020,May,141,MOWI Canada West,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,Routine monitoring,22-May-20,3,0.10,0.05,0.05,0.02,,1
2020,May,141,MOWI Canada West,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,Routine monitoring,28-May-20,3,0.08,0.02,0.00,0.03,,1
2020,May,1059,MOWI Canada West,Sargeaunt Pass,50.67346,-126.18595,Broughton Archipelago,Routine monitoring,7-May-20,2,0.08,0.08,0.00,0.00,,2
2020,May,1059,MOWI Canada West,Sargeaunt Pass,50.67346,-126.18595,Broughton Archipelago,Routine monitoring,21-May-20,3,0.05,0.05,0.00,0.00,,2
2020,May,1059,MOWI Canada West,Sargeaunt Pass,50.67346,-126.18595,Broughton Archipelago,Routine monitoring,28-May-20,2,0.03,0.03,0.00,0.00,,2
2020,May,1336,Cermaq Canada,Simmonds Point,50.87791,-126.90153,Broughton Archipelago,Routine monitoring,21-May-20,3,0.05,0.03,0.00,0.13,,1
2020,May,1336,Cermaq Canada,Simmonds Point,50.87791,-126.90153,Broughton Archipelago,Routine monitoring,24-May-20,3,0.02,0.00,0.23,0.28,,1
2020,May,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,Broughton Archipelago,Routine monitoring,3-May-20,3,0.03,0.00,0.00,0.37,,1
2020,May,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,Broughton Archipelago,Routine monitoring,10-May-20,3,0.03,0.02,0.00,0.13,,1
2020,May,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,Broughton Archipelago,Routine monitoring,18-May-20,3,0.00,0.00,0.00,0.15,,1
2020,May,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,Broughton Archipelago,Routine monitoring,24-May-20,3,0.00,0.00,0.00,0.00,,1
2020,May,1839,Grieg Seafood BC,Wa-kwa,50.60106,-126.34741,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Count(s) not required (<4 pens),1
2020,May,1335,Cermaq Canada,Wehlis Bay,50.86410,-126.92374,Broughton Archipelago,Routine monitoring,24-May-20,3,0.00,0.00,0.02,0.07,,1
2020,May,1335,Cermaq Canada,Wehlis Bay,50.86410,-126.92374,Broughton Archipelago,Routine monitoring,31-May-20,3,0.00,0.00,0.00,0.63,,1
2020,May,7714,MOWI Canada West,Alexander,52.67648,-128.57494,Central Coast,Follow-up,1-May-20,5,4.08,1.69,3.70,0.23,Management action planned (Medicinal bath treatment); Harvest pending,2
2020,May,7714,MOWI Canada West,Alexander,52.67648,-128.57494,Central Coast,Follow-up,8-May-20,6,2.63,1.33,4.48,0.51,Harvest pending,2
2020,May,7714,MOWI Canada West,Alexander,52.67648,-128.57494,Central Coast,Threshold exceedance,19-May-20,3,3.45,1.55,6.38,0.43,Harvesting; Sampling methodology does not meet requirements outlined in licence conditions (harvesting),2
2020,May,7714,MOWI Canada West,Alexander,52.67648,-128.57494,Central Coast,Follow-up,28-May-20,3,7.50,3.08,2.12,0.47,Harvesting; Sampling methodology does not meet requirements outlined in licence conditions (harvesting),2
2020,May,7713,MOWI Canada West,Cougar,52.71993,-128.57432,Central Coast,Threshold exceedance; Pre-treatment,15-May-20,8,5.81,1.67,16.33,2.81,Non-medicinal bath treatment,2
2020,May,7713,MOWI Canada West,Cougar,52.71993,-128.57432,Central Coast,Post mechanical removal or bath treatment,21-May-20,8,0.15,0.08,0.00,0.01,,2
2020,May,1895,MOWI Canada West,Sheep Passage,52.79609,-128.31093,Central Coast,Routine monitoring,5-May-20,2,1.03,0.15,0.50,0.70,,1
2020,May,1895,MOWI Canada West,Sheep Passage,52.79609,-128.31093,Central Coast,Routine monitoring,5-May-20,3,0.85,0.15,0.45,1.43,,1
2020,May,1895,MOWI Canada West,Sheep Passage,52.79609,-128.31093,Central Coast,Routine monitoring,14-May-20,3,0.83,0.45,0.68,0.85,,1
2020,May,1895,MOWI Canada West,Sheep Passage,52.79609,-128.31093,Central Coast,Routine monitoring,21-May-20,3,0.62,0.33,0.20,0.62,,1
2020,May,1895,MOWI Canada West,Sheep Passage,52.79609,-128.31093,Central Coast,Pre-treatment,25-May-20,4,0.65,0.03,0.01,0.31,Medicinal bath treatment,1
2020,May,227,Cermaq Canada,Bawden,49.30798,-126.00721,Clayoquot Sound,Post mechanical removal or bath treatment,2-May-20,6,0.30,0.17,0.04,0.08,,2
2020,May,227,Cermaq Canada,Bawden,49.30798,-126.00721,Clayoquot Sound,Routine monitoring,8-May-20,4,1.01,0.30,0.56,0.10,,2
2020,May,227,Cermaq Canada,Bawden,49.30798,-126.00721,Clayoquot Sound,Routine monitoring,19-May-20,3,1.73,0.62,0.42,0.05,,2
2020,May,227,Cermaq Canada,Bawden,49.30798,-126.00721,Clayoquot Sound,Routine monitoring,26-May-20,3,2.33,0.60,0.48,0.03,,2
2020,May,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,Routine monitoring,6-May-20,3,0.68,0.13,0.03,0.05,,1
2020,May,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,Routine monitoring,10-May-20,3,0.92,0.28,0.07,0.12,,1
2020,May,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,Routine monitoring,17-May-20,3,0.57,0.22,0.00,0.08,,1
2020,May,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,Routine monitoring,25-May-20,3,0.60,0.07,0.30,0.08,,1
2020,May,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,Routine monitoring,31-May-20,3,0.50,0.07,0.00,0.05,,1
2020,May,1291,Cermaq Canada,McIntyre Lake,49.30557,-125.81583,Clayoquot Sound,Routine monitoring,4-May-20,3,0.50,0.18,0.25,0.03,,1
2020,May,1291,Cermaq Canada,McIntyre Lake,49.30557,-125.81583,Clayoquot Sound,Routine monitoring,10-May-20,3,0.55,0.12,0.02,0.02,,1
2020,May,1291,Cermaq Canada,McIntyre Lake,49.30557,-125.81583,Clayoquot Sound,Routine monitoring,17-May-20,3,0.35,0.22,0.28,0.03,,1
2020,May,1291,Cermaq Canada,McIntyre Lake,49.30557,-125.81583,Clayoquot Sound,Routine monitoring,24-May-20,3,1.00,0.22,0.10,0.00,,1
2020,May,1291,Cermaq Canada,McIntyre Lake,49.30557,-125.81583,Clayoquot Sound,Routine monitoring,31-May-20,3,0.52,0.22,0.15,0.02,,1
2020,May,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,Routine monitoring,n/a,0,,,,,Fallow,n/a
2020,May,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,Routine monitoring,3-May-20,3,1.28,0.48,0.00,1.02,,2
2020,May,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,Routine monitoring,11-May-20,3,1.42,0.70,0.00,0.32,,2
2020,May,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,Routine monitoring,17-May-20,3,2.87,1.40,0.00,0.75,,2
2020,May,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,Threshold exceedance; Pre-treatment,25-May-20,12,3.40,1.85,0.24,0.44,Mechanical removal treatment,2
2020,May,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,Post mechanical removal or bath treatment,26-May-20,12,0.28,0.16,0.10,0.02,,2
2020,May,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,Routine monitoring,n/a,,,,,,Count(s) not required (harvesting),2
2020,May,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Routine monitoring,4-May-20,3,1.17,0.32,0.88,0.58,,2
2020,May,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Routine monitoring,14-May-20,3,1.68,1.53,0.10,0.27,,2
2020,May,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Threshold exceedance; Pre-treatment,18-May-20,12,9.33,4.50,5.62,4.42,Mechanical removal treatment,2
2020,May,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Post mechanical removal or bath treatment,19-May-20,12,0.86,0.75,4.66,0.70,,2
2020,May,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Threshold exceedance,27-May-20,3,4.50,2.12,1.32,4.95,Management action planned (Mechanical removal treatment),2
2020,May,1472,Cermaq Canada,West Side,49.27928,-125.83065,Clayoquot Sound,Routine monitoring,4-May-20,3,0.83,0.42,0.00,0.15,,1
2020,May,1472,Cermaq Canada,West Side,49.27928,-125.83065,Clayoquot Sound,Routine monitoring,10-May-20,3,0.72,0.38,0.03,0.28,,1
2020,May,1472,Cermaq Canada,West Side,49.27928,-125.83065,Clayoquot Sound,Routine monitoring,18-May-20,3,1.50,0.75,0.02,0.43,,1
2020,May,1472,Cermaq Canada,West Side,49.27928,-125.83065,Clayoquot Sound,Routine monitoring,24-May-20,3,1.07,0.37,0.30,0.10,,1
2020,May,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,Discovery Islands,Post in-feed treatment,2-May-20,12,2.35,1.13,0.04,0.33,,2
2020,May,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,Discovery Islands,Routine monitoring,21-May-20,3,1.55,1.12,0.00,0.00,,2
2020,May,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,Discovery Islands,Routine monitoring,27-May-20,3,2.13,1.12,0.05,0.07,,2
2020,May,1401,Cermaq Canada,Brent Island,50.28613,-125.34917,Discovery Islands,Post in-feed treatment,22-May-20,8,2.68,1.51,0.00,0.00,,2
2020,May,1401,Cermaq Canada,Brent Island,50.28613,-125.34917,Discovery Islands,Routine monitoring,31-May-20,3,1.86,1.16,0.56,0.00,,2
2020,May,1581,MOWI Canada West,Hardwicke,50.41339,-125.76974,Discovery Islands,Routine monitoring,29-May-20,3,0.60,0.13,0.23,0.13,,1
2020,May,1581,MOWI Canada West,Hardwicke,50.41339,-125.76974,Discovery Islands,Routine monitoring,n/a,0,,,,,Count(s) not required (<4 pens),1
2020,May,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Islands,Routine monitoring,10-May-20,3,0.58,0.25,1.83,0.43,,2
2020,May,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Islands,Routine monitoring,17-May-20,2,0.83,0.23,2.48,0.68,,2
2020,May,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Islands,Routine monitoring,23-May-20,3,1.52,0.30,3.18,0.43,,2
2020,May,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Islands,Routine monitoring,30-May-20,2,1.58,0.38,3.48,0.08,,2
2020,May,211,MOWI Canada West,Okisollo,50.30946,-125.31618,Discovery Islands,Routine monitoring,5-May-20,3,0.58,0.37,0.07,0.00,,2
2020,May,211,MOWI Canada West,Okisollo,50.30946,-125.31618,Discovery Islands,Routine monitoring,13-May-20,3,0.90,0.48,0.52,0.02,,2
2020,May,211,MOWI Canada West,Okisollo,50.30946,-125.31618,Discovery Islands,Routine monitoring,18-May-20,2,0.68,0.28,1.35,0.08,,2
2020,May,211,MOWI Canada West,Okisollo,50.30946,-125.31618,Discovery Islands,Routine monitoring,26-May-20,3,1.13,0.53,1.85,0.42,,2
2020,May,78,MOWI Canada West,Phillips Arm,50.48825,-125.35658,Discovery Islands,Routine monitoring,6-May-20,2,0.15,0.10,0.00,0.03,,2
2020,May,78,MOWI Canada West,Phillips Arm,50.48825,-125.35658,Discovery Islands,Routine monitoring,11-May-20,3,0.18,0.10,0.00,0.02,,2
2020,May,78,MOWI Canada West,Phillips Arm,50.48825,-125.35658,Discovery Islands,Routine monitoring,21-May-20,2,0.20,0.13,0.03,0.00,,2
2020,May,78,MOWI Canada West,Phillips Arm,50.48825,-125.35658,Discovery Islands,Routine monitoring,28-May-20,3,0.20,0.15,0.02,0.02,,2
